split,name,line,sx,sy,ex,ey,group,row_order_ok,bands,dtype,labeled_frac,nodata_frac,classes
train,f110929t01p00r11rdn_c_sc01_ort_img_Sx_0_Sy_0_Ex_512_Ey_512.tif,f110929t01p00r11rdn_c_sc01_ort_img,0,0,512,512,101,0,224,uint16,0.60771,0.21979,29
train,f110929t01p00r11rdn_c_sc01_ort_img_Sx_0_Sy_1024_Ex_512_Ey_1536.tif,f110929t01p00r11rdn_c_sc01_ort_img,0,1024,512,1536,102,1,224,uint16,0.67389,0.2507,29
train,f110929t01p00r11rdn_c_sc01_ort_img_Sx_437_Sy_0_Ex_949_Ey_512.tif,f110929t01p00r11rdn_c_sc01_ort_img,437,0,949,512,101,1,224,uint16,0.71099,0.20291,29 31
train,f110929t01p00r11rdn_c_sc01_ort_img_Sx_437_Sy_1024_Ex_949_Ey_1536.tif,f110929t01p00r11rdn_c_sc01_ort_img,437,1024,949,1536,102,1,224,uint16,0.76849,0.15488,14 25 29
train,f110929t01p00r11rdn_c_sc01_ort_img_Sx_437_Sy_1536_Ex_949_Ey_2048.tif,f110929t01p00r11rdn_c_sc01_ort_img,437,1536,949,2048,103,1,224,uint16,0.68525,0.15482,22 29
train,f110929t01p00r11rdn_c_sc01_ort_img_Sx_437_Sy_7168_Ex_949_Ey_7680.tif,f110929t01p00r11rdn_c_sc01_ort_img,437,7168,949,7680,104,1,224,uint16,0.12603,0.13971,14
train,f110929t01p00r11rdn_c_sc01_ort_img_Sx_437_Sy_7680_Ex_949_Ey_8192.tif,f110929t01p00r11rdn_c_sc01_ort_img,437,7680,949,8192,105,1,224,uint16,0.53739,0.13983,14 18 19
train,f110929t01p00r11rdn_c_sc01_ort_img_Sx_437_Sy_7776_Ex_949_Ey_8288.tif,f110929t01p00r11rdn_c_sc01_ort_img,437,7776,949,8288,105,1,224,uint16,0.46912,0.16235,14 18 19
train,f110930t01p00r09rdn_c_sc01_ort_img_Sx_0_Sy_2560_Ex_512_Ey_3072.tif,f110930t01p00r09rdn_c_sc01_ort_img,0,2560,512,3072,106,1,224,uint16,0.32555,0.08289,22 25
train,f110930t01p00r09rdn_c_sc01_ort_img_Sx_0_Sy_3072_Ex_512_Ey_3584.tif,f110930t01p00r09rdn_c_sc01_ort_img,0,3072,512,3584,107,1,224,uint16,0.50224,0.09409,22 29
train,f110930t01p00r09rdn_c_sc01_ort_img_Sx_0_Sy_4608_Ex_512_Ey_5120.tif,f110930t01p00r09rdn_c_sc01_ort_img,0,4608,512,5120,108,1,224,uint16,0.33507,0.0907,22 25
train,f110930t01p00r09rdn_c_sc01_ort_img_Sx_327_Sy_1024_Ex_839_Ey_1536.tif,f110930t01p00r09rdn_c_sc01_ort_img,327,1024,839,1536,109,1,224,uint16,0.39804,0.06598,22 29
train,f110930t01p00r09rdn_c_sc01_ort_img_Sx_327_Sy_2560_Ex_839_Ey_3072.tif,f110930t01p00r09rdn_c_sc01_ort_img,327,2560,839,3072,106,1,224,uint16,0.45108,0.13702,22 29
train,f110930t01p00r09rdn_c_sc01_ort_img_Sx_327_Sy_3072_Ex_839_Ey_3584.tif,f110930t01p00r09rdn_c_sc01_ort_img,327,3072,839,3584,107,1,224,uint16,0.62042,0.11905,22 25 29
train,f110930t01p00r09rdn_c_sc01_ort_img_Sx_327_Sy_4608_Ex_839_Ey_5120.tif,f110930t01p00r09rdn_c_sc01_ort_img,327,4608,839,5120,108,1,224,uint16,0.40952,0.12424,22 25 29
train,f110930t01p00r09rdn_c_sc01_ort_img_Sx_327_Sy_512_Ex_839_Ey_1024.tif,f110930t01p00r09rdn_c_sc01_ort_img,327,512,839,1024,110,1,224,uint16,0.43369,0.12656,22 29
train,f110930t01p00r09rdn_c_sc01_ort_img_Sx_327_Sy_7168_Ex_839_Ey_7680.tif,f110930t01p00r09rdn_c_sc01_ort_img,327,7168,839,7680,111,1,224,uint16,0.43443,0.16437,25 29
train,f110930t01p00r10rdn_c_sc01_ort_img_Sx_453_Sy_4096_Ex_965_Ey_4608.tif,f110930t01p00r10rdn_c_sc01_ort_img,453,4096,965,4608,112,1,224,uint16,0.36906,0.17081,7 10
train,f110930t01p00r15rdn_c_sc01_ort_img_Sx_0_Sy_4096_Ex_512_Ey_4608.tif,f110930t01p00r15rdn_c_sc01_ort_img,0,4096,512,4608,113,1,224,uint16,0.33109,0.1701,3 10
train,f111001t01p00r02rdn_c_sc01_ort_img_Sx_0_Sy_4608_Ex_512_Ey_5120.tif,f111001t01p00r02rdn_c_sc01_ort_img,0,4608,512,5120,114,1,224,uint16,0.0227,0.18103,23
train,f111001t01p00r02rdn_c_sc01_ort_img_Sx_0_Sy_9216_Ex_512_Ey_9728.tif,f111001t01p00r02rdn_c_sc01_ort_img,0,9216,512,9728,115,1,224,uint16,0.03877,0.14819,20
train,f111001t01p00r02rdn_c_sc01_ort_img_Sx_311_Sy_5120_Ex_823_Ey_5632.tif,f111001t01p00r02rdn_c_sc01_ort_img,311,5120,823,5632,116,1,224,uint16,0.09293,0.11304,23
train,f111001t01p00r02rdn_c_sc01_ort_img_Sx_311_Sy_5632_Ex_823_Ey_6144.tif,f111001t01p00r02rdn_c_sc01_ort_img,311,5632,823,6144,117,1,224,uint16,0.02077,0.13931,20
train,f111001t01p00r02rdn_c_sc01_ort_img_Sx_311_Sy_6144_Ex_823_Ey_6656.tif,f111001t01p00r02rdn_c_sc01_ort_img,311,6144,823,6656,118,1,224,uint16,0.01906,0.08472,23
train,f111001t01p00r02rdn_c_sc01_ort_img_Sx_311_Sy_9216_Ex_823_Ey_9728.tif,f111001t01p00r02rdn_c_sc01_ort_img,311,9216,823,9728,115,1,224,uint16,0.13906,0.08905,19
train,f111001t01p00r03rdn_c_sc01_ort_img_Sx_0_Sy_10240_Ex_512_Ey_10752.tif,f111001t01p00r03rdn_c_sc01_ort_img,0,10240,512,10752,119,1,224,uint16,0.11742,0.4064,19 20
train,f111001t01p00r03rdn_c_sc01_ort_img_Sx_0_Sy_10752_Ex_512_Ey_11264.tif,f111001t01p00r03rdn_c_sc01_ort_img,0,10752,512,11264,120,1,224,uint16,0.007,0.78989,20
train,f111001t01p00r03rdn_c_sc01_ort_img_Sx_0_Sy_10766_Ex_512_Ey_11278.tif,f111001t01p00r03rdn_c_sc01_ort_img,0,10766,512,11278,120,1,224,uint16,0.0062,0.79965,20
train,f111001t01p00r03rdn_c_sc01_ort_img_Sx_0_Sy_9216_Ex_512_Ey_9728.tif,f111001t01p00r03rdn_c_sc01_ort_img,0,9216,512,9728,121,1,224,uint16,0.01534,0.24359,20
train,f111001t01p00r03rdn_c_sc01_ort_img_Sx_512_Sy_10766_Ex_1024_Ey_11278.tif,f111001t01p00r03rdn_c_sc01_ort_img,512,10766,1024,11278,122,1,224,uint16,0.15548,0.1105,19 20
train,f111001t01p00r03rdn_c_sc01_ort_img_Sx_512_Sy_8704_Ex_1024_Ey_9216.tif,f111001t01p00r03rdn_c_sc01_ort_img,512,8704,1024,9216,123,1,224,uint16,0.02066,0.40948,20
train,f111001t01p00r03rdn_c_sc01_ort_img_Sx_512_Sy_9216_Ex_1024_Ey_9728.tif,f111001t01p00r03rdn_c_sc01_ort_img,512,9216,1024,9728,124,1,224,uint16,0.07562,0.35876,20
train,f111001t01p00r03rdn_c_sc01_ort_img_Sx_512_Sy_9728_Ex_1024_Ey_10240.tif,f111001t01p00r03rdn_c_sc01_ort_img,512,9728,1024,10240,125,1,224,uint16,0.16245,0.22595,2 19 20
train,f111001t01p00r03rdn_c_sc01_ort_img_Sx_573_Sy_10766_Ex_1085_Ey_11278.tif,f111001t01p00r03rdn_c_sc01_ort_img,573,10766,1085,11278,122,1,224,uint16,0.09116,0.17502,19
train,f111001t01p00r03rdn_c_sc01_ort_img_Sx_573_Sy_4608_Ex_1085_Ey_5120.tif,f111001t01p00r03rdn_c_sc01_ort_img,573,4608,1085,5120,126,1,224,uint16,0.01237,0.40607,20
train,f111001t01p00r03rdn_c_sc01_ort_img_Sx_573_Sy_8704_Ex_1085_Ey_9216.tif,f111001t01p00r03rdn_c_sc01_ort_img,573,8704,1085,9216,123,1,224,uint16,0.02066,0.52863,20
train,f111001t01p00r03rdn_c_sc01_ort_img_Sx_573_Sy_9216_Ex_1085_Ey_9728.tif,f111001t01p00r03rdn_c_sc01_ort_img,573,9216,1085,9728,124,1,224,uint16,0.08417,0.47791,2 20
train,f111001t01p00r03rdn_c_sc01_ort_img_Sx_573_Sy_9728_Ex_1085_Ey_10240.tif,f111001t01p00r03rdn_c_sc01_ort_img,573,9728,1085,10240,125,1,224,uint16,0.09887,0.34253,19 20
train,f111001t01p00r04rdn_c_sc01_ort_img_Sx_0_Sy_8704_Ex_512_Ey_9216.tif,f111001t01p00r04rdn_c_sc01_ort_img,0,8704,512,9216,127,1,224,uint16,0.02587,0.13266,16
train,f111001t01p00r04rdn_c_sc01_ort_img_Sx_0_Sy_9924_Ex_512_Ey_10436.tif,f111001t01p00r04rdn_c_sc01_ort_img,0,9924,512,10436,128,1,224,uint16,0.01908,0.40265,20
train,f111007t01p00r05rdn_c_sc01_ort_img_Sx_473_Sy_1024_Ex_985_Ey_1536.tif,f111007t01p00r05rdn_c_sc01_ort_img,473,1024,985,1536,129,1,224,uint16,0.26253,0.18021,5 7
train,f111008t01p00r02rdn_c_sc01_ort_img_Sx_0_Sy_1024_Ex_512_Ey_1536.tif,f111008t01p00r02rdn_c_sc01_ort_img,0,1024,512,1536,130,1,224,uint16,0.61089,0.23483,5 6
train,f111008t01p00r03rdn_c_sc01_ort_img_Sx_0_Sy_1536_Ex_512_Ey_2048.tif,f111008t01p00r03rdn_c_sc01_ort_img,0,1536,512,2048,131,1,224,uint16,0.54915,0.26672,1 5 6
train,f111008t01p00r03rdn_c_sc01_ort_img_Sx_371_Sy_1024_Ex_883_Ey_1536.tif,f111008t01p00r03rdn_c_sc01_ort_img,371,1024,883,1536,132,1,224,uint16,0.22838,0.07214,5 7
train,f111008t01p00r03rdn_c_sc01_ort_img_Sx_371_Sy_1536_Ex_883_Ey_2048.tif,f111008t01p00r03rdn_c_sc01_ort_img,371,1536,883,2048,131,1,224,uint16,0.42077,0.06506,5 6
train,f111008t01p00r08rdn_c_sc01_ort_img_Sx_359_Sy_512_Ex_871_Ey_1024.tif,f111008t01p00r08rdn_c_sc01_ort_img,359,512,871,1024,133,1,224,uint16,0.32027,0.19592,5 6
train,f111012t01p00r16rdn_c_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f111012t01p00r16rdn_c_sc01_ort_img,0,512,512,1024,134,1,224,uint16,0.59115,0.13614,5 6
train,f111012t01p00r17rdn_c_sc01_ort_img_Sx_593_Sy_10240_Ex_1105_Ey_10752.tif,f111012t01p00r17rdn_c_sc01_ort_img,593,10240,1105,10752,135,1,224,uint16,0.54182,0.21259,5 6
train,f111014t01p00r16rdn_c_sc01_ort_img_Sx_512_Sy_1536_Ex_1024_Ey_2048.tif,f111014t01p00r16rdn_c_sc01_ort_img,512,1536,1024,2048,136,1,224,uint16,0.25142,0.1785,5 6
train,f111014t01p00r16rdn_c_sc01_ort_img_Sx_527_Sy_1536_Ex_1039_Ey_2048.tif,f111014t01p00r16rdn_c_sc01_ort_img,527,1536,1039,2048,136,1,224,uint16,0.24069,0.20779,5 6
train,f111014t01p00r17rdn_c_sc01_ort_img_Sx_512_Sy_512_Ex_1024_Ey_1024.tif,f111014t01p00r17rdn_c_sc01_ort_img,512,512,1024,1024,137,1,224,uint16,0.16799,0.12366,6
train,f111014t01p00r18rdn_c_sc01_ort_img_Sx_500_Sy_1024_Ex_1012_Ey_1536.tif,f111014t01p00r18rdn_c_sc01_ort_img,500,1024,1012,1536,138,1,224,uint16,0.49801,0.21835,5 6
train,f111014t01p00r18rdn_c_sc01_ort_img_Sx_500_Sy_512_Ex_1012_Ey_1024.tif,f111014t01p00r18rdn_c_sc01_ort_img,500,512,1012,1024,139,1,224,uint16,0.4061,0.12573,5 6
train,f111016t01p00r06rdn_c_sc01_ort_img_Sx_0_Sy_1866_Ex_512_Ey_2378.tif,f111016t01p00r06rdn_c_sc01_ort_img,0,1866,512,2378,140,1,224,uint16,0.3375,0.22287,7
train,f111016t01p00r08rdn_c_sc01_ort_img_Sx_512_Sy_3584_Ex_1024_Ey_4096.tif,f111016t01p00r08rdn_c_sc01_ort_img,512,3584,1024,4096,141,1,224,uint16,0.54424,0.25156,6 7
train,f111016t01p00r15rdn_c_sc01_ort_img_Sx_0_Sy_4096_Ex_512_Ey_4608.tif,f111016t01p00r15rdn_c_sc01_ort_img,0,4096,512,4608,142,1,224,uint16,0.42366,0.15039,1 6
train,f111020t01p00r03rdn_c_sc01_ort_img_Sx_512_Sy_12800_Ex_1024_Ey_13312.tif,f111020t01p00r03rdn_c_sc01_ort_img,512,12800,1024,13312,143,1,224,uint16,0.5417,0.00613,9 11
train,f111020t01p00r03rdn_c_sc01_ort_img_Sx_512_Sy_13171_Ex_1024_Ey_13683.tif,f111020t01p00r03rdn_c_sc01_ort_img,512,13171,1024,13683,143,1,224,uint16,0.44618,0.17111,10 11
train,f111020t01p00r03rdn_c_sc01_ort_img_Sx_512_Sy_6144_Ex_1024_Ey_6656.tif,f111020t01p00r03rdn_c_sc01_ort_img,512,6144,1024,6656,144,1,224,uint16,0.30497,0.22714,10
train,f111020t01p00r03rdn_c_sc01_ort_img_Sx_512_Sy_6656_Ex_1024_Ey_7168.tif,f111020t01p00r03rdn_c_sc01_ort_img,512,6656,1024,7168,145,1,224,uint16,0.35492,0.20013,1 10
train,f111020t01p00r03rdn_c_sc01_ort_img_Sx_512_Sy_7168_Ex_1024_Ey_7680.tif,f111020t01p00r03rdn_c_sc01_ort_img,512,7168,1024,7680,146,1,224,uint16,0.53593,0.19656,5 10
train,f111020t01p00r03rdn_c_sc01_ort_img_Sx_512_Sy_8192_Ex_1024_Ey_8704.tif,f111020t01p00r03rdn_c_sc01_ort_img,512,8192,1024,8704,147,1,224,uint16,0.05341,0.13986,1
train,f111020t01p00r03rdn_c_sc01_ort_img_Sx_540_Sy_10240_Ex_1052_Ey_10752.tif,f111020t01p00r03rdn_c_sc01_ort_img,540,10240,1052,10752,148,1,224,uint16,0.37816,0.12131,10 11
train,f111020t01p00r03rdn_c_sc01_ort_img_Sx_540_Sy_10752_Ex_1052_Ey_11264.tif,f111020t01p00r03rdn_c_sc01_ort_img,540,10752,1052,11264,149,1,224,uint16,0.42859,0.07745,10 11
train,f111020t01p00r03rdn_c_sc01_ort_img_Sx_540_Sy_12288_Ex_1052_Ey_12800.tif,f111020t01p00r03rdn_c_sc01_ort_img,540,12288,1052,12800,150,1,224,uint16,0.49374,0.06812,5 11
train,f111020t01p00r03rdn_c_sc01_ort_img_Sx_540_Sy_13171_Ex_1052_Ey_13683.tif,f111020t01p00r03rdn_c_sc01_ort_img,540,13171,1052,13683,143,1,224,uint16,0.43483,0.20309,10 11
train,f111020t01p00r03rdn_c_sc01_ort_img_Sx_540_Sy_6144_Ex_1052_Ey_6656.tif,f111020t01p00r03rdn_c_sc01_ort_img,540,6144,1052,6656,144,1,224,uint16,0.56716,0.28183,5 10
train,f111020t01p00r03rdn_c_sc01_ort_img_Sx_540_Sy_6656_Ex_1052_Ey_7168.tif,f111020t01p00r03rdn_c_sc01_ort_img,540,6656,1052,7168,145,1,224,uint16,0.61874,0.25482,1 5 10
train,f111020t01p00r03rdn_c_sc01_ort_img_Sx_540_Sy_7168_Ex_1052_Ey_7680.tif,f111020t01p00r03rdn_c_sc01_ort_img,540,7168,1052,7680,146,1,224,uint16,0.50212,0.25125,5 10
train,f111020t01p00r03rdn_c_sc01_ort_img_Sx_540_Sy_8192_Ex_1052_Ey_8704.tif,f111020t01p00r03rdn_c_sc01_ort_img,540,8192,1052,8704,147,1,224,uint16,0.39225,0.19455,1 2 10
train,f111020t01p00r03rdn_c_sc01_ort_img_Sx_540_Sy_9728_Ex_1052_Ey_10240.tif,f111020t01p00r03rdn_c_sc01_ort_img,540,9728,1052,10240,151,1,224,uint16,0.46722,0.08014,10 11
train,f111020t01p00r06rdn_c_sc01_ort_img_Sx_595_Sy_8704_Ex_1107_Ey_9216.tif,f111020t01p00r06rdn_c_sc01_ort_img,595,8704,1107,9216,152,1,224,uint16,0.24117,0.2594,9 11
train,f111020t01p00r07rdn_c_sc01_ort_img_Sx_650_Sy_11776_Ex_1162_Ey_12288.tif,f111020t01p00r07rdn_c_sc01_ort_img,650,11776,1162,12288,153,1,224,uint16,0.09256,0.26093,1 9
train,f111021t01p00r03rdn_c_sc01_ort_img_Sx_0_Sy_1024_Ex_512_Ey_1536.tif,f111021t01p00r03rdn_c_sc01_ort_img,0,1024,512,1536,154,1,224,uint16,0.2498,0.08813,5
train,f111021t01p00r04rdn_c_sc01_ort_img_Sx_0_Sy_1536_Ex_512_Ey_2048.tif,f111021t01p00r04rdn_c_sc01_ort_img,0,1536,512,2048,155,1,224,uint16,0.19092,0.21841,1 11
train,f111021t01p00r04rdn_c_sc01_ort_img_Sx_512_Sy_6656_Ex_1024_Ey_7168.tif,f111021t01p00r04rdn_c_sc01_ort_img,512,6656,1024,7168,156,1,224,uint16,0.09143,0.08008,9
train,f111021t01p00r04rdn_c_sc01_ort_img_Sx_512_Sy_7168_Ex_1024_Ey_7680.tif,f111021t01p00r04rdn_c_sc01_ort_img,512,7168,1024,7680,157,1,224,uint16,0.18642,0.09167,9
train,f111109t01p00r05rdn_c_sc01_ort_img_Sx_331_Sy_4608_Ex_843_Ey_5120.tif,f111109t01p00r05rdn_c_sc01_ort_img,331,4608,843,5120,158,1,224,uint16,0.3139,0.0257,1 6 7
train,f111114t01p00r04rdn_c_sc01_ort_img_Sx_247_Sy_1024_Ex_759_Ey_1536.tif,f111114t01p00r04rdn_c_sc01_ort_img,247,1024,759,1536,159,1,224,uint16,0.38407,0.02597,12
train,f111114t01p00r05rdn_c_sc01_ort_img_Sx_285_Sy_4096_Ex_797_Ey_4608.tif,f111114t01p00r05rdn_c_sc01_ort_img,285,4096,797,4608,160,1,224,uint16,0.52269,0.06732,12
train,f111114t01p00r10rdn_c_sc01_ort_img_Sx_399_Sy_12559_Ex_911_Ey_13071.tif,f111114t01p00r10rdn_c_sc01_ort_img,399,12559,911,13071,161,1,224,uint16,0.29188,0.10687,12
train,f111114t01p00r11rdn_c_sc01_ort_img_Sx_0_Sy_2048_Ex_512_Ey_2560.tif,f111114t01p00r11rdn_c_sc01_ort_img,0,2048,512,2560,162,1,224,uint16,0.24985,0.26331,10 11
train,f111114t01p00r11rdn_c_sc01_ort_img_Sx_488_Sy_10752_Ex_1000_Ey_11264.tif,f111114t01p00r11rdn_c_sc01_ort_img,488,10752,1000,11264,163,1,224,uint16,0.46683,0.03632,12
train,f111114t01p00r12rdn_c_sc01_ort_img_Sx_0_Sy_9728_Ex_512_Ey_10240.tif,f111114t01p00r12rdn_c_sc01_ort_img,0,9728,512,10240,164,1,224,uint16,0.23333,0.0603,12
train,f111114t01p00r12rdn_c_sc01_ort_img_Sx_418_Sy_10752_Ex_930_Ey_11264.tif,f111114t01p00r12rdn_c_sc01_ort_img,418,10752,930,11264,165,1,224,uint16,0.23738,0.04221,12
train,f111114t01p00r12rdn_c_sc01_ort_img_Sx_418_Sy_8704_Ex_930_Ey_9216.tif,f111114t01p00r12rdn_c_sc01_ort_img,418,8704,930,9216,166,1,224,uint16,0.25819,0.03571,12
train,f111115t01p00r13rdn_c_sc01_ort_img_Sx_512_Sy_1024_Ex_1024_Ey_1536.tif,f111115t01p00r13rdn_c_sc01_ort_img,512,1024,1024,1536,167,1,224,uint16,0.42202,3e-05,12
train,f111116t01p00r18rdn_c_sc01_ort_img_Sx_512_Sy_1024_Ex_1024_Ey_1536.tif,f111116t01p00r18rdn_c_sc01_ort_img,512,1024,1024,1536,168,1,224,uint16,0.46992,0.16934,12
train,f120920t01p00r05rdn_a_sc01_ort_img_Sx_0_Sy_0_Ex_512_Ey_512.tif,f120920t01p00r05rdn_a_sc01_ort_img,0,0,512,512,169,1,224,uint16,0.09161,0.13583,8
train,f120920t01p00r05rdn_a_sc01_ort_img_Sx_337_Sy_0_Ex_849_Ey_512.tif,f120920t01p00r05rdn_a_sc01_ort_img,337,0,849,512,169,0,224,uint16,0.2936,0.19696,19
train,f120927t01p00r02rdn_a_sc01_ort_img_Sx_0_Sy_4608_Ex_512_Ey_5120.tif,f120927t01p00r02rdn_a_sc01_ort_img,0,4608,512,5120,170,1,224,uint16,0.35021,0.26874,10 11
train,f120927t01p00r03rdn_a_sc01_ort_img_Sx_512_Sy_10240_Ex_1024_Ey_10752.tif,f120927t01p00r03rdn_a_sc01_ort_img,512,10240,1024,10752,171,1,224,uint16,0.27593,0.02762,9 11
train,f120927t01p00r03rdn_a_sc01_ort_img_Sx_512_Sy_12189_Ex_1024_Ey_12701.tif,f120927t01p00r03rdn_a_sc01_ort_img,512,12189,1024,12701,172,1,224,uint16,0.43624,0.09708,9 11
train,f120927t01p00r03rdn_a_sc01_ort_img_Sx_607_Sy_10240_Ex_1119_Ey_10752.tif,f120927t01p00r03rdn_a_sc01_ort_img,607,10240,1119,10752,171,1,224,uint16,0.22938,0.19382,9 11
train,f120929t01p00r04rdn_a_sc01_ort_img_Sx_512_Sy_9728_Ex_1024_Ey_10240.tif,f120929t01p00r04rdn_a_sc01_ort_img,512,9728,1024,10240,173,1,224,uint16,0.34834,0.03546,9 11
train,f120929t01p00r08rdn_a_sc01_ort_img_Sx_0_Sy_0_Ex_512_Ey_512.tif,f120929t01p00r08rdn_a_sc01_ort_img,0,0,512,512,174,1,224,uint16,0.64576,0.15347,1 10 11
train,f120929t01p00r08rdn_a_sc01_ort_img_Sx_512_Sy_9728_Ex_1024_Ey_10240.tif,f120929t01p00r08rdn_a_sc01_ort_img,512,9728,1024,10240,175,1,224,uint16,0.58672,0.07681,9 11
train,f120929t01p00r09rdn_a_sc01_ort_img_Sx_512_Sy_10121_Ex_1024_Ey_10633.tif,f120929t01p00r09rdn_a_sc01_ort_img,512,10121,1024,10633,176,1,224,uint16,0.28619,0.07761,9 11
train,f120929t01p00r10rdn_a_sc01_ort_img_Sx_0_Sy_0_Ex_512_Ey_512.tif,f120929t01p00r10rdn_a_sc01_ort_img,0,0,512,512,177,1,224,uint16,0.73373,0.13461,5 10 11
train,f120929t01p00r10rdn_a_sc01_ort_img_Sx_512_Sy_10059_Ex_1024_Ey_10571.tif,f120929t01p00r10rdn_a_sc01_ort_img,512,10059,1024,10571,178,1,224,uint16,0.52623,0.10687,1 5 9
train,f120929t01p00r10rdn_a_sc01_ort_img_Sx_552_Sy_10059_Ex_1064_Ey_10571.tif,f120929t01p00r10rdn_a_sc01_ort_img,552,10059,1064,10571,178,1,224,uint16,0.49716,0.16617,1 5 9
train,f120929t01p00r12rdn_a_sc01_ort_img_Sx_512_Sy_8192_Ex_1024_Ey_8704.tif,f120929t01p00r12rdn_a_sc01_ort_img,512,8192,1024,8704,179,1,224,uint16,0.31446,0.06241,5 9
train,f120929t01p00r12rdn_a_sc01_ort_img_Sx_512_Sy_9216_Ex_1024_Ey_9728.tif,f120929t01p00r12rdn_a_sc01_ort_img,512,9216,1024,9728,180,1,224,uint16,0.57713,0.03674,1 5 11
train,f120929t01p00r13rdn_a_sc01_ort_img_Sx_0_Sy_0_Ex_512_Ey_512.tif,f120929t01p00r13rdn_a_sc01_ort_img,0,0,512,512,181,0,224,uint16,0.4228,0.15762,9 10
train,f120929t01p00r13rdn_a_sc01_ort_img_Sx_0_Sy_1024_Ex_512_Ey_1536.tif,f120929t01p00r13rdn_a_sc01_ort_img,0,1024,512,1536,182,1,224,uint16,0.50517,0.19583,1 5 10
train,f120929t01p00r13rdn_a_sc01_ort_img_Sx_0_Sy_2560_Ex_512_Ey_3072.tif,f120929t01p00r13rdn_a_sc01_ort_img,0,2560,512,3072,183,1,224,uint16,0.47102,0.27725,1 5 10
train,f120929t01p00r13rdn_a_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f120929t01p00r13rdn_a_sc01_ort_img,0,512,512,1024,184,1,224,uint16,0.51292,0.16193,1 2 5 10
train,f120929t01p00r13rdn_a_sc01_ort_img_Sx_512_Sy_9728_Ex_1024_Ey_10240.tif,f120929t01p00r13rdn_a_sc01_ort_img,512,9728,1024,10240,185,1,224,uint16,0.51562,0.00803,9 11
train,f120929t01p00r13rdn_a_sc01_ort_img_Sx_512_Sy_9974_Ex_1024_Ey_10486.tif,f120929t01p00r13rdn_a_sc01_ort_img,512,9974,1024,10486,185,1,224,uint16,0.50977,0.06934,9 11
train,f120929t01p00r13rdn_a_sc01_ort_img_Sx_576_Sy_6144_Ex_1088_Ey_6656.tif,f120929t01p00r13rdn_a_sc01_ort_img,576,6144,1088,6656,186,1,224,uint16,0.55778,0.27707,1 5 10
train,f120929t01p00r13rdn_a_sc01_ort_img_Sx_576_Sy_9728_Ex_1088_Ey_10240.tif,f120929t01p00r13rdn_a_sc01_ort_img,576,9728,1088,10240,185,1,224,uint16,0.46487,0.10184,9 11
train,f120929t01p00r13rdn_a_sc01_ort_img_Sx_576_Sy_9974_Ex_1088_Ey_10486.tif,f120929t01p00r13rdn_a_sc01_ort_img,576,9974,1088,10486,185,1,224,uint16,0.43114,0.15814,9 11
train,f120930t01p00r02rdn_a_sc01_ort_img_Sx_0_Sy_0_Ex_512_Ey_512.tif,f120930t01p00r02rdn_a_sc01_ort_img,0,0,512,512,187,0,224,uint16,0.17938,0.13635,1 11
train,f120930t01p00r02rdn_a_sc01_ort_img_Sx_512_Sy_7680_Ex_1024_Ey_8192.tif,f120930t01p00r02rdn_a_sc01_ort_img,512,7680,1024,8192,188,1,224,uint16,0.11388,0.1138,10
train,f120930t01p00r02rdn_a_sc01_ort_img_Sx_512_Sy_8704_Ex_1024_Ey_9216.tif,f120930t01p00r02rdn_a_sc01_ort_img,512,8704,1024,9216,189,1,224,uint16,0.40134,0.10938,9 10
train,f120930t01p00r04rdn_a_sc01_ort_img_Sx_0_Sy_1536_Ex_512_Ey_2048.tif,f120930t01p00r04rdn_a_sc01_ort_img,0,1536,512,2048,190,1,224,uint16,0.1243,0.26239,11
train,f120930t01p00r04rdn_a_sc01_ort_img_Sx_0_Sy_2048_Ex_512_Ey_2560.tif,f120930t01p00r04rdn_a_sc01_ort_img,0,2048,512,2560,191,1,224,uint16,0.35616,0.29755,9 11
train,f120930t01p00r04rdn_a_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f120930t01p00r04rdn_a_sc01_ort_img,0,512,512,1024,192,1,224,uint16,0.29824,0.25375,1 9 11
train,f120930t01p00r04rdn_a_sc01_ort_img_Sx_420_Sy_1024_Ex_932_Ey_1536.tif,f120930t01p00r04rdn_a_sc01_ort_img,420,1024,932,1536,193,1,224,uint16,0.50278,0.14383,10 11
train,f120930t01p00r04rdn_a_sc01_ort_img_Sx_420_Sy_1536_Ex_932_Ey_2048.tif,f120930t01p00r04rdn_a_sc01_ort_img,420,1536,932,2048,190,1,224,uint16,0.11561,0.16156,11
train,f120930t01p00r04rdn_a_sc01_ort_img_Sx_420_Sy_2319_Ex_932_Ey_2831.tif,f120930t01p00r04rdn_a_sc01_ort_img,420,2319,932,2831,191,1,224,uint16,0.10195,0.13269,1 9
train,f120930t01p00r06rdn_a_sc01_ort_img_Sx_0_Sy_1024_Ex_512_Ey_1536.tif,f120930t01p00r06rdn_a_sc01_ort_img,0,1024,512,1536,194,1,224,uint16,0.48303,0.2092,9 10
train,f120930t01p00r06rdn_a_sc01_ort_img_Sx_0_Sy_1536_Ex_512_Ey_2048.tif,f120930t01p00r06rdn_a_sc01_ort_img,0,1536,512,2048,195,1,224,uint16,0.43285,0.17252,2 9 10
